1043,Python,杭州,杭州·余杭区·五常,字节跳动,25-50K·15薪,50,25,37.5
1046,Python开发工程师,杭州,杭州·滨江区·长河,华为,13-26K,26,13,19.5
1052,python,杭州,杭州,饿了么,25-40K·16薪,40,25,32.5
1054,技术专家,杭州,杭州·余杭区·五常,阿里,20-40K·16薪,40,20,30.0
1061,Python,杭州,杭州·西湖区·西湖,蚂蚁金服,20-40K·18薪,40,20,30.0
1064,爬虫高级工程师,杭州,杭州·西湖区·西溪,滴滴,20-30K·15薪,30,20,25.0
1074,云计算技术支持工程师02,杭州,杭州·滨江区·浦沿,华为,11-18K,18,11,14.5
1097,云计算平台研发工程师,杭州,杭州·余杭区·五常,字节跳动,25-50K·15薪,50,25,37.5
1100,高级爬虫工程师,杭州,杭州·余杭区·五常,字节跳动,25-50K·15薪,50,25,37.5
1101,Python开发工程师,杭州,杭州·滨江区·长河,华为,13-25K,25,13,19.0
1102,Python,杭州,杭州·滨江区·长河,华为,13-26K·16薪,26,13,19.5
1104,软件开发工程师,杭州,杭州·滨江区·长河,华为,12-24K,24,12,18.0
1107,量子软件工程师-达摩院量子实验室,杭州,杭州·余杭区·五常,阿里,35-65K·13薪,65,35,50.0
1108,python工程师,杭州,杭州,饿了么,25-40K·15薪,40,25,32.5
1124,Python 工程师,杭州,杭州·西湖区·转塘,阿里,12-24K·14薪,24,12,18.0
1136,基础架构 Serverless/FaaS 研发工程师,杭州,杭州·余杭区·五常,字节跳动,25-50K·15薪,50,25,37.5
1137,Python开发工程师,杭州,杭州·滨江区·长河,华为,20-40K·16薪,40,20,30.0
1138,工程效率研发工程师,杭州,杭州·滨江区·星光大道,华为,18-27K,27,18,22.5
1141,软件工程师，量子计算-达摩院量子实验室,杭州,杭州·余杭区·五常,阿里,35-65K·13薪,65,35,50.0
1142,后台开发工程师-工程效率,杭州,杭州·余杭区·五常,字节跳动,30-60K·15薪,60,30,45.0
1158,后端开发工程师-基础架构,杭州,杭州·余杭区·五常,字节跳动,20-40K·15薪,40,20,30.0
1159,Python开发工程师（Python/Go）,杭州,杭州·滨江区·长河,华为,20-40K·16薪,40,20,30.0
1160,Python开发工程师,杭州,杭州·滨江区·长河,华为,23-30K,30,23,26.5
1164,Python高级开发工程师,杭州,杭州·西湖区·转塘,阿里,30-60K,60,30,45.0
1165,高级爬虫工程师,杭州,杭州·余杭区·五常,字节跳动,30-60K·15薪,60,30,45.0
